DL/AL-135,"Germany (Alpine)","Allgäuer Alpen",Einegundkopf,1641,5384,10.0383,47.4889,10.03830,47.48890,6,3,01/03/2004,31/12/2008,0,,
DL/AL-136,"Germany (Alpine)","Allgäuer Alpen",Falken,1564,5131,10.0206,47.4836,10.02060,47.48360,6,3,01/03/2004,31/12/2008,0,,
DL/AL-137,"Germany (Alpine)","Allgäuer Alpen",Hochhaedrich,1562,5125,10.00316,47.48181,10.00316,47.48181,6,3,01/03/2004,31/12/2024,49,30/06/2024,DJ2FR
DL/AL-138,"Germany (Alpine)","Allgäuer Alpen","Immenstaedter Horn",1489,4885,10.18695,47.55355,10.18695,47.55355,4,3,01/03/2004,31/12/2099,11,24/06/2023,DL/IN3ADF/P
DL/AL-139,"Germany (Alpine)","Allgäuer Alpen","Gschwender Horn",1441,4728,10.1694,47.5508,10.16940,47.55080,4,3,01/03/2004,31/12/2008,0,,
DL/AL-140,"Germany (Alpine)","Allgäuer Alpen","Vorderer Prodel",1487,4879,10.1231,47.5367,10.12310,47.53670,4,3,01/03/2004,31/12/2008,0,,
DL/AL-141,"Germany (Alpine)","Allgäuer Alpen",Denneberg,1427,4682,10.0844,47.5278,10.08440,47.52780,4,3,01/03/2004,31/12/2008,0,,
DL/AL-142,"Germany (Alpine)","Allgäuer Alpen","Salmaser Hoehe",1254,4114,10.09004,47.57089,10.09004,47.57089,4,3,01/03/2004,31/12/2099,17,22/07/2024,DL/HB9DIZ/P
DL/AL-143,"Germany (Alpine)","Allgäuer Alpen","Thaler Hoehe",1166,3825,10.1167,47.5764,10.11670,47.57640,2,3,01/03/2004,31/12/2008,1,20/09/2007,DJ3AX/P
DL/AL-144,"Germany (Alpine)","Allgäuer Alpen",Staufen,1042,3419,10.03628,47.55446,10.03628,47.55446,2,3,01/03/2004,31/12/2099,12,27/06/2024,DL/OE9HRV/P
DL/AL-145,"Germany (Alpine)","Allgäuer Alpen",Hauchenberg,1244,4081,10.17301,47.62432,10.17301,47.62432,4,3,01/03/2004,31/12/2099,16,09/07/2024,DF6TG
DL/AL-146,"Germany (Alpine)","Allgäuer Alpen",Sonneneck,1106,3629,10.15698,47.66178,10.15698,47.66178,2,3,01/03/2004,31/12/2099,19,30/06/2024,DL/IN3ADF/P
DL/AL-147,"Germany (Alpine)","Allgäuer Alpen","Schwarzer Grat",1118,3668,10.1256,47.6922,10.12560,47.69220,2,3,01/03/2004,31/12/2008,4,16/11/2008,DO1UA/P
DL/AL-148,"Germany (Alpine)","Allgäuer Alpen","Riedberger Kugel",1065,3494,10.06344,47.63762,10.06344,47.63762,2,3,01/03/2004,31/12/2099,12,30/06/2024,DL/IN3ADF/P
